,AMT,AMT,AMT,AMT,AMT,BABA,BABA,BABA,BABA,BABA,BLK,BLK,BLK,BLK,BLK,COST,COST,COST,COST,COST,CRM,CRM,CRM,CRM,CRM,FB,FB,FB,FB,FB,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,PFE,PFE,PFE,PFE,PFE,PPG,PPG,PPG,PPG,PPG,SPY,SPY,SPY,SPY,SPY,SQ,SQ,SQ,SQ,SQ,TROW,TROW,TROW,TROW,TROW,UNH,UNH,UNH,UNH,UNH
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2016-01-20,90.01,90.18,86.21,89.0,3489377.0,68.025,69.1124,65.34,68.69,17556568,288.67,294.145,280.55,292.0,1202555.0,148.46,150.0,137.0,138.99,3155507,69.13,70.83,66.94,70.36,6679209,92.83,95.0,89.37,94.37,54278647,49.98,51.38,49.1,50.78,55024002,109.04,109.99,97.0501,107.78,47967087,26.81,27.83,26.45,27.47,9665459,33.88,34.23,33.13,33.9401,22880016,30.21,31.07,30.06,30.67,42027182,90.45,94.69,90.02,93.53,4036925.0,185.03,188.06,181.02,185.79,245668486,9.19,9.57,8.265,9.49,3609637,64.37,65.77,63.75,65.08,2190874,112.09,115.74,110.15,114.81,6926608.0
2016-01-21,88.87,91.16,88.21,90.02,2438052.0,68.78,71.65,67.1437,70.76,14413640,292.79,296.89,289.48,290.05,770243.0,139.12,150.71,138.31,150.39,1800357,70.36,70.64,69.14,69.5,3732378,94.91,95.99,92.62,94.16,27627187,51.0,51.58,50.3,50.45,35082122,108.42,108.51,102.1,102.3401,28428384,27.78,28.23,27.21,27.79,9057003,33.91,34.56,33.59,34.13,18689399,30.61,30.9,30.51,30.59,33078748,93.0,94.67,90.61,91.89,3395281.0,186.21,188.87,184.64,186.68,154918462,9.57,10.176,9.43,10.02,1317369,65.33,67.257,65.11,65.58,1691966,114.67,115.48,112.26,113.48,4031959.0
2016-01-22,90.91,93.59,90.33,93.24,2743265.0,72.51,73.34,69.89,70.32,14392052,295.84,301.89,294.9931,300.69,559802.0,152.18,153.24,142.81,143.53,1805109,70.45,71.64,70.3,71.54,2423321,96.38,98.07,94.16,97.94,27749454,51.42,52.33,51.26,52.29,30748613,104.78,104.99,99.22,100.68,24343120,28.33,28.64,28.27,28.45,5364232,34.55,34.99,34.53,34.8,14331444,31.0,31.25,30.67,30.73,26575221,92.79,94.81,92.33,93.15,1413212.0,189.78,190.76,188.88,190.49,132418951,10.35,10.6499,9.75,9.83,1075923,66.77,67.44,66.28,67.43,1180279,114.67,115.15,113.89,114.32,2826127.0
2016-01-25,93.28,93.39,90.93,91.15,2080073.0,70.8,70.8,69.02,69.72,13236605,300.06,300.94,289.2,289.76,725872.0,143.89,152.8218,142.25,150.78,1361276,71.23,71.4,69.8,69.93,2148268,98.82,99.48,96.93,97.0,28892853,51.92,52.65,51.65,51.77,29062836,99.79,102.68,99.0,99.12,17658372,28.44,28.765,28.355,28.41,5920184,34.58,34.94,34.3,34.35,14599473,30.83,30.91,30.42,30.52,24365094,92.81,93.32,90.93,91.13,1090455.0,189.93,190.15,187.41,187.66,99219694,9.87,10.08,9.7,9.83,711851,67.08,67.34,65.29,65.41,1297354,114.52,115.31,112.85,113.43,2183194.0
2016-01-26,92.0,93.69,91.9,92.41,2138240.0,69.01,70.19,68.88,69.77,10231166,292.46,300.43,291.265,299.27,804258.0,150.85,151.72,148.3001,148.5,2252764,69.96,70.1,69.22,69.87,2450832,97.68,97.88,95.66,97.34,23945939,51.79,52.44,51.55,52.18,24452235,99.74,100.55,94.85,97.83,20068879,28.48,28.82,28.185,28.7,4213149,34.32,35.23,34.12,35.22,15070000,30.53,30.75,30.335,30.67,22486199,91.48,93.29,91.11,92.59,899312.0,188.42,190.53,188.02,190.18,115312517,9.78,9.9,9.54,9.54,720250,65.77,67.6461,65.44,66.63,1239601,112.91,114.18,111.76,113.99,3230858.0
2016-01-27,92.06,93.45,91.42,92.49,1458347.0,69.96,71.42,68.745,69.55,16433989,299.0,311.0,297.3836,302.07,857470.0,149.29,149.59,146.72,147.74,1737653,69.27,69.85,67.03,67.4499,4346698,97.73,97.85,94.23,94.5,35866817,52.01,52.2,51.0201,51.21,31139040,96.61,97.8495,90.59,91.15,22507029,28.66,28.745,27.815,28.36,4812263,35.03,35.55,34.7339,34.91,18730892,30.71,31.01,30.32,30.52,26242347,92.43,94.24,91.9,92.8,1507816.0,189.58,191.56,187.06,188.12,157060622,9.41,9.5,8.88,9.06,1291594,66.67,67.5682,65.5,66.23,1850145,114.43,114.81,111.84,112.36,3462785.0
2016-01-28,92.63,93.45,92.34,92.46,1578842.0,72.55,73.15,66.67,66.9,28158212,302.61,307.81,298.04,299.12,793545.0,148.55,149.97,147.81,149.59,1469448,66.88,67.5,65.27,65.69,7272536,107.34,110.34,104.81,109.11,94447655,51.84,52.21,51.25,52.06,47118766,93.8,95.25,90.11,94.42,21934553,28.59,28.69,27.5,28.05,6202252,35.17,35.545,34.94,35.32,13845280,30.7,30.71,29.585,30.19,42533977,93.29,94.04,91.976,92.08,1936062.0,189.96,190.2,187.16,189.14,118949268,9.13,9.26,8.65,8.7319,1156571,68.25,70.8,68.01,68.42,2607183,112.41,113.25,110.61,111.35,2785627.0
2016-01-29,93.64,94.5,92.87,94.37,1748173.0,67.98,68.93,65.4,66.82,22729072,303.37,314.34,301.9,314.32,609985.0,149.49,151.62,146.91,151.13,2284545,66.49,68.1,66.12,68.06,4295830,108.84,112.84,108.84,112.15,54555803,54.74,55.06,54.0,55.05,66591540,92.0,94.39,90.63,91.82,17761348,28.29,29.345,28.18,29.29,6098367,35.62,36.26,35.51,36.12,13539077,30.38,30.47,29.92,30.39,44578958,92.72,95.14,92.28,95.08,1524621.0,190.02,193.75,189.88,193.69,145410523,8.7,9.01,8.58,8.77,1756349,68.51,71.16,68.4405,70.95,2089154,111.93,115.08,110.62,114.99,3398848.0
2016-02-01,93.6,93.9,92.83,93.1,2048452.0,66.5,67.7,65.35,67.11,12463458,311.91,314.5,306.68,312.18,530664.0,150.84,152.19,150.19,151.24,1573655,67.59,69.0902,67.07,68.42,3557850,112.35,115.72,112.01,115.08,41588288,54.87,55.09,54.495,54.67,37685165,91.84,97.18,91.3,94.09,17835307,29.26,29.45,29.01,29.29,5932553,35.9,36.54,35.85,36.31,12166078,30.34,30.4,29.81,30.12,40284526,93.71,95.9,93.25,95.58,1142268.0,192.53,194.58,191.84,193.69,98369142,8.79,8.86,8.6,8.7599,832209,70.44,70.6,69.4,70.16,1929311,114.85,116.15,114.11,115.88,3165957.0
2016-02-02,92.48,92.84,91.15,91.35,1512394.0,67.05,67.7399,64.66,65.04,17427135,305.82,305.82,298.02,301.23,746161.0,149.99,150.79,138.45,138.69,1413778,67.65,67.75,64.16,64.54,6702400,114.8,117.59,113.2,114.61,55350170,54.16,54.26,52.65,53.0,48196598,95.54,96.65,90.73,91.49,19821645,29.0,29.15,27.86,28.06,7421124,35.85,35.94,35.25,35.36,15818762,29.6,30.34,29.55,30.13,43970105,94.97,94.97,92.66,93.02,1016840.0,191.96,191.97,189.54,190.13,128934910,8.67,8.73,8.45,8.47,619415,68.92,69.46,67.79,68.04,2277216,114.95,115.39,113.27,113.86,2294017.0
2016-02-03,91.76,91.76,88.4,90.5,3756694.0,65.6,65.73,60.87,63.4,29597094,301.7,306.91,290.07,304.32,862530.0,139.42,149.98,139.11,146.69,1978433,65.42,66.5,63.24,65.34,6721685,115.31,115.3407,109.75,112.7,52130828,53.29,53.39,51.26,52.17,51402262,92.41,92.69,86.14,90.73,24285125,28.28,28.45,27.55,28.19,6315414,35.57,35.79,34.94,35.69,12532080,29.91,30.07,29.14,29.68,39969065,94.29,95.15,91.87,95.11,1171749.0,191.41,191.78,187.1,191.19,182430296,8.4,8.6,8.061,8.44,1180840,68.46,69.07,66.4,68.65,1909019,114.37,114.37,110.3,112.79,2514208.0
2016-02-04,90.32,91.8399,90.01,91.11,1997547.0,64.33,65.72,63.1,64.8,20407512,302.25,316.0,302.25,313.65,750068.0,145.0,145.1378,141.79,143.29,4476118,65.68,67.37,64.825,67.24,5345993,111.87,111.94,109.25,110.48,34673324,52.03,52.81,51.37,52.0,39171263,89.5,91.25,86.54,89.71,17541924,28.24,28.85,27.93,28.21,7304951,35.7,36.54,35.66,36.43,15247901,29.49,29.59,28.74,29.0101,47813244,95.33,96.315,94.6,95.68,1028838.0,190.71,192.75,189.96,191.55,120427508,8.43,8.977,8.33,8.9,1001492,68.41,69.82,68.4,69.78,2751971,112.67,114.55,112.04,114.175,2898766.0
2016-02-05,90.7,90.95,88.56,88.8,1581089.0,64.71,64.86,62.18,62.58,11839204,312.03,315.17,306.35,307.74,770668.0,143.27,145.2,142.4,144.0,3373840,63.11,63.27,57.75,58.5001,17305279,109.51,109.58,103.18,104.06,70883427,51.95,52.0,49.56,50.16,53151914,88.23,88.95,81.86,82.79,23514465,28.02,28.33,26.35,26.43,11020907,36.13,36.24,35.37,35.69,15096834,29.02,29.415,28.84,29.02,34690662,95.31,95.83,92.71,92.87,1105170.0,190.99,191.08,187.2,187.95,141736013,8.95,9.0,8.56,8.63,1734411,69.4,69.91,68.365,68.65,2149619,114.07,114.205,110.9,111.7,2507958.0
2016-02-08,88.41,88.46,84.55,85.41,2461557.0,60.9,62.05,60.45,61.1,14705952,301.36,301.36,289.37,293.46,831154.0,142.74,147.55,141.62,147.02,2973828,56.87,56.99,52.6,54.11,16226245,100.41,104.07,97.46,99.75,65193324,49.55,49.57,48.19,49.39,52467216,80.7,84.7,79.95,83.31,22659636,26.03,26.16,24.85,25.21,13384171,35.13,35.7,34.475,35.6,17588851,28.68,28.98,28.25,28.57,42276117,92.21,92.28,88.86,89.67,1319233.0,185.77,186.12,182.8,185.37,165295833,8.5,8.61,8.3396,8.38,1100895,67.59,67.98,64.26,65.96,3593063,110.5,111.12,108.8301,110.06,4200890.0
2016-02-09,84.56,85.89,83.91,85.5999,2181678.0,60.11,62.22,59.25,61.363,11542778,288.1,297.61,286.52,294.28,586571.0,146.24,149.72,146.23,147.94,2489376,53.61,58.58,52.79,57.35,14962740,97.14,102.4,96.82,99.54,58473124,49.01,50.24,48.67,49.28,40589451,81.75,88.4,81.55,86.13,24121902,24.94,26.55,24.8,25.49,9151151,35.13,35.61,34.62,35.09,15953267,28.47,29.2,28.34,29.13,50886520,88.62,91.68,88.37,90.97,1120325.0,183.37,186.94,183.2,185.38,155558096,8.27,8.72,8.22,8.65,1693391,65.2,67.15,64.81,66.5,1866763,109.63,112.28,109.14,111.22,2667535.0
2016-02-10,85.85,87.13,85.36,85.84,1197200.0,61.9,63.09,60.87,61.8,8122881,299.29,305.73,297.13,298.37,509613.0,149.37,150.17,138.39,138.64,1821693,58.5,61.59,58.38,58.76,8847722,101.55,103.25,100.24,100.99,41696514,49.89,50.39,49.52,49.69,33713934,89.0,92.21,87.42,88.43,20439168,25.65,26.39,25.29,25.45,7670902,35.42,36.135,35.14,35.22,11958839,29.33,29.9,29.31,29.5,39879187,91.67,93.21,91.04,91.29,861518.0,186.41,188.34,185.12,185.29,125014552,8.76,9.06,8.63,8.89,1001883,67.46,68.35,66.55,66.59,1192261,111.77,114.48,111.33,112.74,2344646.0
2016-02-11,84.65,84.65,83.07,83.62,2436290.0,60.25,61.63,59.85,60.53,13403094,289.47,297.233,289.0,294.09,977841.0,137.79,146.73,136.67,137.33,1731552,57.19,59.85,56.58,59.24,6436035,99.6,105.11,98.88,101.96,39793671,48.67,50.11,48.51,49.64,43297680,87.42,88.39,82.911,86.35,19487183,24.78,25.56,24.78,25.3,6929319,34.59,35.11,34.47,34.8201,16687617,29.01,29.34,28.89,29.14,34496507,89.35,90.73,88.4652,89.21,778255.0,182.34,184.1,181.09,183.06,176537848,8.4,8.81,8.32,8.6,942992,64.71,66.2,64.65,65.46,1429941,111.31,111.69,110.09,110.58,3012472.0
2016-02-12,85.09,85.82,83.751,85.66,1708330.0,61.27,62.78,60.28,60.9,12699905,300.18,307.5,297.04,306.63,680180.0,138.56,148.97,137.64,148.67,1502310,60.01,60.53,59.1,59.67,4075850,103.74,104.24,101.09,102.0,32661981,50.25,50.68,49.75,50.5,26850838,86.76,89.72,85.26,87.41,17158624,25.7,25.78,24.75,25.71,6976284,35.24,35.55,34.905,35.54,13634479,29.25,29.38,28.98,29.35,28301172,90.06,92.135,89.62,91.77,1062686.0,184.98,186.65,183.96,186.64,102758219,9.7,9.8399,8.71,9.32,7612789,66.92,67.56,65.98,67.54,1004110,111.2,111.91,110.21,111.81,1864279.0
2016-02-16,87.09,87.46,85.98,86.41,1206639.0,64.42,66.89,64.04,66.29,19904419,312.03,315.65,309.33,314.27,534663.0,149.35,150.641,147.7,149.11,1550434,60.48,60.98,58.46,59.71,4657754,103.76,103.93,100.24,101.58,40593924,50.9,51.09,50.13,51.09,26291182,89.0,90.14,87.54,89.05,14601233,26.1,27.03,26.02,26.99,9885912,35.76,35.91,35.42,35.69,14614542,29.55,29.84,29.45,29.81,26451752,93.06,93.77,91.775,93.58,763181.0,188.77,189.78,187.63,189.77,89705367,9.75,10.25,9.52,9.93,3391791,68.5,68.81,67.74,68.47,1150817,112.63,115.27,112.53,115.15,2542581.0
2016-02-17,86.93,87.34,86.11,86.19,1887278.0,67.17,67.39,65.68,66.4,13148337,318.84,321.265,316.99,319.84,649110.0,149.75,151.98,148.91,150.91,1605283,60.38,64.4199,59.89,63.5,8885177,101.94,105.72,100.4,105.2,40181403,51.49,52.77,51.45,52.42,32216924,90.13,94.77,89.64,94.76,16601646,27.33,27.92,27.22,27.679,15388695,35.97,36.77,35.97,36.61,11700873,30.0,30.07,29.5935,29.63,33290020,94.31,95.45,93.01,95.02,1153218.0,191.16,193.32,191.01,192.87,107535734,10.05,10.14,9.69,9.78,1910159,69.26,70.7,68.515,70.26,1523532,115.5,118.39,115.2,118.3,3673999.0
2016-02-18,86.09,88.01,85.78,87.49,2170054.0,67.0,68.5,66.23,66.51,12948794,319.52,320.05,314.14,315.93,441757.0,149.02,149.8397,146.82,148.66,2299144,63.48,64.18,61.575,61.69,5646813,105.8,106.0,103.03,103.47,25577912,52.32,52.95,52.1,52.19,22439462,94.8,94.9,90.31,90.49,15823915,29.97,30.975,29.9,30.04,20569763,36.71,36.87,36.395,36.63,11033631,29.82,30.04,29.46,29.56,41828779,95.2,95.58,94.14,94.69,1165773.0,193.2,193.27,191.72,192.04,86202947,9.81,10.1,9.81,9.98,917916,70.52,70.55,69.0,69.43,1265387,118.5,120.0,117.06,117.44,3091711.0
2016-02-19,87.41,87.92,86.51,87.28,1592317.0,66.8,67.75,66.09,67.31,10928123,313.07,314.55,307.59,314.15,594688.0,149.0,149.14,146.85,148.7,1797811,61.75,62.36,60.66,62.14,4102307,102.56,105.02,102.06,104.57,29573434,51.95,52.28,51.53,51.81,24487002,89.97,91.4,88.03,89.21,12250255,29.84,30.71,29.65,30.44,10852749,36.52,36.79,36.42,36.77,10917518,29.6,29.65,29.175,29.48,34376853,94.66,95.74,93.68,95.61,1175320.0,191.17,192.18,190.45,192.02,79539603,10.11,10.11,9.75,9.9508,987271,69.14,69.395,68.33,68.87,1134288,117.5,118.55,116.02,117.63,3792461.0
2016-02-22,88.02,89.82,87.96,89.245,2200173.0,68.3,69.53,67.98,68.85,11506108,318.84,321.717,312.245,316.41,551553.0,149.63,150.18,148.49,150.06,1501546,63.0,64.34,62.93,63.98,5967896,105.49,108.25,105.34,107.15,32312458,52.28,53.0,52.28,52.64,20150289,90.75,93.11,88.3,91.92,14855523,30.88,31.87,30.82,31.52,10007131,37.11,37.4852,36.91,37.09,8801670,29.75,30.07,29.65,30.035,35524497,96.87,98.0,95.86,96.74,917060.0,193.87,194.95,193.79,194.79,74798121,10.154,10.5,10.07,10.36,1128252,69.72,70.24,69.14,69.89,1048064,119.12,122.14,118.96,121.26,4225541.0
2016-02-23,88.87,89.36,87.58,88.01,1494200.0,68.5,68.66,66.465,66.97,10376624,315.0,317.42,306.41,309.73,532779.0,149.73,151.76,149.12,150.35,1438777,63.72,63.78,62.4399,62.91,4460749,106.79,107.47,105.12,105.46,22631834,52.26,52.37,50.98,51.18,23230020,91.4,92.49,89.05,89.11,11462766,31.27,31.9,31.12,31.6,8050646,37.11,37.11,36.38,36.56,8205221,30.06,30.38,29.945,29.97,28576527,96.54,96.66,94.7,94.88,932448.0,194.0,194.32,192.18,192.37,87929515,10.49,10.49,9.46,9.72,947187,70.03,70.27,68.27,68.6,995113,120.64,121.8,120.27,121.14,2152133.0
2016-02-24,87.57,89.43,87.01,88.99,3384385.0,66.17,67.69,65.21,67.23,9787296,304.49,311.87,297.8942,307.98,600356.0,150.03,154.4099,149.6585,153.87,1886258,62.0,62.98,60.33,62.52,8458591,104.21,106.95,102.74,106.88,30940450,50.7,51.5,50.2,51.355,28295456,88.51,91.76,86.7,91.62,14257325,31.47,31.8679,30.6,31.815,7510861,36.09,36.73,35.77,36.63,9135110,29.81,30.08,29.52,30.01,27459364,93.61,95.81,92.95,95.67,597650.0,190.63,193.53,189.32,193.22,119140590,9.58,9.94,9.3201,9.87,583514,67.34,69.08,66.27,68.975,1201468,119.93,120.32,117.83,120.19,1980634.0
2016-02-25,89.27,90.14,88.96,89.45,3921575.0,65.67,66.72,64.66,66.65,13200105,309.59,313.75,303.87,313.59,437626.0,154.69,154.88,152.86,154.72,1328138,70.5,70.84,67.14,69.41,15902467,107.29,108.07,105.61,108.07,26538915,51.78,52.1,50.61,52.1,23522072,91.18,94.81,90.21,94.51,16335506,31.94,32.05,31.32,31.88,7926265,36.79,37.3,36.5,37.29,10468659,30.1,30.69,30.02,30.5901,47362578,96.11,97.06,94.56,97.03,820076.0,193.73,195.54,192.83,195.53,86360609,9.85,10.3,9.63,10.25,805456,69.19,69.65,68.155,69.64,788166,120.2,121.23,119.82,121.19,1717610.0
2016-02-26,88.8,91.8,87.285,90.0,4134934.0,68.09,68.83,66.86,66.9,11089508,316.6,318.5725,311.92,313.92,482145.0,153.09,153.41,148.76,149.66,3050622,69.68,70.01,68.28,69.72,7312637,108.7,109.45,107.16,107.9,24108420,52.45,52.68,51.1,51.28,30974326,95.3,97.48,94.25,94.79,15442587,32.04,32.1162,31.36,31.68,7641838,37.43,37.65,36.84,36.96,14817869,30.78,30.9,30.02,30.22,36838661,97.73,98.45,97.36,98.15,834610.0,196.57,196.68,194.9,195.13,94022841,10.25,10.55,10.151,10.31,1033406,70.51,70.64,69.3,69.7,773775,121.48,122.26,120.89,121.31,2204996.0
2016-02-29,90.16,93.25,90.01,92.18,2867470.0,67.64,70.58,67.56,68.81,16006028,312.6,315.63,311.0901,311.88,575135.0,149.99,152.3,149.69,150.05,1853100,69.13,69.16,67.65,67.7701,5237392,107.6,108.9101,106.75,106.93,21547005,51.35,51.65,50.66,50.77,20873979,94.81,97.2,93.34,93.42,11009876,31.61,32.02,31.34,31.36,6535078,37.0,37.33,36.625,36.77,12785649,30.07,30.18,29.57,29.66,26804033,97.97,98.844,96.49,96.51,773178.0,195.1,196.23,193.44,193.48,89686326,10.44,10.88,10.31,10.42,964507,69.76,70.23,69.09,69.12,923411,121.1,121.82,118.97,119.03,2527685.0
2016-03-01,92.75,94.79,91.65,94.68,2663447.0,70.02,71.84,69.86,70.87,11787067,315.27,323.03,314.13,322.48,563865.0,150.4,151.2,149.38,150.52,2115349,68.12,70.06,67.5,70.04,4442142,107.83,109.82,107.6,109.82,23679524,50.94,52.59,50.9199,52.58,27816210,94.58,99.16,93.61,98.3,15483247,31.44,32.75,31.39,32.75,7594038,37.15,37.99,37.04,37.99,11435674,29.79,30.09,29.62,30.02,28359256,97.55,100.49,96.92,99.57,1196095.0,195.01,198.18,194.4542,198.18,103686820,10.6,10.85,10.24,10.71,858475,69.93,71.39,69.63,71.39,1379061,119.49,122.22,119.37,121.68,2575278.0
2016-03-02,94.39,94.7,93.74,94.61,1303310.0,72.04,72.04,70.75,71.26,9191226,320.1,327.23,318.395,326.59,725157.0,151.13,152.95,150.39,152.71,2325305,69.68,70.55,69.52,70.42,4171821,109.68,110.55,108.77,109.95,22535596,52.41,52.96,52.155,52.95,22427378,98.01,99.48,95.9,97.61,17625409,32.57,33.06,32.51,32.95,5131203,37.76,37.8899,37.43,37.77,10991646,30.11,30.16,29.75,29.97,31752944,99.22,99.74,98.43,99.29,670692.0,197.74,199.06,197.25,199.0,77556290,10.82,12.0,10.8,11.97,2485485,71.16,71.69,70.45,71.67,990192,121.23,121.84,120.37,121.25,2073774.0
2016-03-03,94.8,95.32,94.13,95.3,1530375.0,71.31,72.59,70.46,71.04,10872407,323.46,324.97,320.43,323.24,614381.0,148.68,151.9595,147.38,151.6,4601057,70.05,70.935,69.52,70.81,2726985,110.25,110.3,108.54,109.55,19471695,52.97,52.97,51.78,52.35,20763754,97.83,98.35,95.39,97.93,14191798,32.89,33.04,32.21,32.65,4804129,37.61,37.91,37.395,37.89,7549611,29.88,30.0,29.58,29.89,33098565,98.96,100.75,98.23,100.3,1440252.0,198.79,199.795,198.11,199.76,70588424,12.03,12.65,11.87,12.23,2589424,71.76,72.35,71.26,72.34,870628,120.86,121.86,120.09,121.81,2361184.0
2016-03-04,95.12,96.33,95.1,95.92,1631910.0,70.96,72.96,70.72,72.17,9649301,323.28,325.87,320.7,323.7,472800.0,151.74,151.769,150.03,150.91,1698031,71.18,72.18,70.63,71.06,3711804,110.05,110.05,107.93,108.39,21907719,52.4,52.45,51.71,52.03,26764958,98.76,102.22,98.32,101.58,21711909,32.9,32.93,32.3,32.55,3855168,38.0,38.16,37.7701,37.89,8650712,29.85,29.94,29.53,29.7,31197590,100.67,102.93,100.315,102.32,1507666.0,200.01,201.35,199.03,200.38,93137219,12.25,12.4699,11.9101,12.01,1645540,72.27,73.28,71.97,72.78,1088678,121.32,122.19,120.74,121.8,2280850.0
2016-03-07,95.46,96.2,95.21,95.59,1619428.0,72.2,73.98,72.0,72.9,10174152,320.52,327.86,317.8262,326.73,477611.0,149.96,150.89,147.6,148.15,2352658,70.5,70.86,69.0,70.49,3555663,108.03,108.07,104.72,105.73,28688829,51.69,51.8,50.58,51.02,33019088,101.0,101.79,95.25,95.49,22211039,32.37,32.59,31.915,32.34,4254547,37.54,38.45,37.52,38.36,11105077,29.55,29.81,29.32,29.8,28975164,101.84,103.45,101.64,103.34,1167311.0,199.34,201.07,199.25,200.59,73294565,12.0,12.645,11.99,12.2592,1983923,72.35,73.0,72.0,72.55,921099,121.08,122.74,120.9,121.7,1653782.0
2016-03-08,95.02,95.56,94.365,94.6,1293866.0,72.4,72.65,70.96,71.07,7756133,323.3,325.0,316.745,320.28,470961.0,147.66,151.92,147.1,150.95,2414774,69.79,70.9,69.17,69.81,3426448,104.86,107.37,104.4,105.93,22711147,51.0,52.13,50.595,51.65,28270094,94.96,98.28,94.5,96.23,13509065,32.01,32.2,31.645,31.75,4679335,38.11,38.45,37.94,38.13,10776920,29.75,29.75,29.36,29.36,27940428,102.38,102.65,101.35,101.53,942879.0,199.32,199.92,198.21,198.36,94857374,12.16,12.22,11.23,11.49,1731893,71.97,72.6,71.56,71.97,1269241,121.28,122.32,120.73,121.67,1863972.0
2016-03-09,94.94,95.18,94.26,94.55,1574926.0,71.59,72.61,70.68,72.4,6369332,323.91,328.35,321.0,328.26,887140.0,151.35,153.5,151.31,153.04,1796986,70.27,71.12,69.92,71.04,3200546,106.53,107.51,105.49,107.5,18684608,51.9,52.85,51.855,52.83,23346154,96.78,98.37,95.0,98.0,11315460,32.03,32.075,31.32,31.73,4991111,38.43,38.61,38.12,38.47,15106841,29.72,29.85,29.42,29.73,54654278,102.2,102.705,101.38,102.26,839252.0,199.36,199.79,198.43,199.42,70054724,11.78,12.2,11.23,11.94,4415728,72.2,72.36,70.9,71.52,1085101,121.88,122.12,120.45,121.08,1568377.0
2016-03-10,95.31,95.81,93.69,94.7,1401913.0,72.5,73.05,70.605,71.93,10271253,329.77,330.0,320.0,324.99,454973.0,153.21,154.69,151.05,152.92,1058325,71.44,72.32,69.79,70.7,4218404,107.91,108.66,105.7699,107.33,22607621,52.93,52.94,51.16,52.05,33744422,98.18,99.74,95.45,97.36,15840246,31.92,32.1,31.04,31.68,6541047,38.77,38.77,37.505,38.07,15785762,29.9,29.92,29.53,29.6,46734600,102.6,104.22,101.84,102.93,683062.0,199.96,201.07,197.38,199.54,124688126,12.37,12.43,10.9,11.29,8929178,71.85,71.9,70.22,71.28,696744,121.2,122.7599,120.4103,122.14,1993681.0
2016-03-11,95.55,98.56,95.42,98.44,2075441.0,72.58,74.01,72.22,74.0,10021346,330.0,340.185,326.65,339.44,631122.0,153.85,153.9999,151.4,152.71,1391571,71.16,71.9,70.87,71.6,2684027,108.48,109.42,107.92,109.41,18072476,53.0,53.07,52.38,53.07,26635086,99.55,99.6,96.05,97.66,13807862,32.15,32.23,31.77,32.22,6104188,38.45,38.97,38.28,38.94,11467943,29.78,30.5,29.73,30.48,39091272,104.15,105.23,103.78,104.99,1217920.0,201.26,202.81,201.12,202.73,90751611,11.39,11.48,11.01,11.1,2126096,71.9,72.83,71.58,72.61,978123,122.47,125.32,122.25,125.02,2914719.0
2016-03-14,97.69,98.31,96.69,98.05,1615106.0,74.01,74.4199,72.89,73.35,10187258,337.46,338.91,334.21,337.71,419912.0,152.26,153.3,151.65,152.67,834714,71.31,72.49,71.17,72.22,3200553,109.28,110.33,108.77,109.88,15432415,52.71,53.59,52.63,53.17,18265882,97.42,99.42,97.17,98.13,10306863,32.07,32.43,31.92,32.295,3759545,38.91,38.94,38.55,38.69,12479538,30.27,30.34,29.95,30.07,31077220,104.34,105.096,104.0,104.7,623532.0,202.16,203.04,201.77,202.495,60548506,11.14,11.83,11.01,11.58,3477694,71.88,72.32,71.51,71.67,777618,124.8,126.02,124.36,125.21,2081766.0
2016-03-15,97.07,98.63,97.02,98.43,1726205.0,72.62,72.84,71.75,72.26,7203736,333.13,334.3297,330.39,334.24,444147.0,151.8,154.42,151.8,154.18,916042,71.78,72.35,71.09,71.7,2625417,109.07,110.83,108.84,110.67,15326659,52.75,53.59,52.74,53.59,17277914,97.87,98.51,96.43,97.85,8792322,32.12,32.34,31.57,32.14,3974869,38.35,38.87,38.13,38.74,14760710,29.88,29.925,29.3,29.52,39899576,103.95,104.95,103.62,104.78,598774.0,201.36,202.2,201.05,202.18,63249335,11.63,12.0,11.25,11.96,1686567,70.79,70.9779,69.9,70.6,1395852,124.54,125.47,124.08,124.8503,1760411.0
2016-03-16,98.11,99.98,97.79,99.82,1413506.0,72.01,73.66,71.86,73.5,6676675,333.15,335.9199,329.4401,334.09,452826.0,153.7,155.0,152.63,154.05,1052109,71.27,72.92,71.11,72.74,2390048,110.49,112.5,110.1,112.17,22260338,53.45,54.6,53.4,54.35,26422452,97.53,99.73,97.5,99.35,11608998,31.86,33.21,31.75,33.11,8221006,39.55,40.945,39.53,40.22,42395215,29.52,29.52,28.865,29.02,66220047,104.22,106.67,104.13,106.64,874525.0,201.6,203.82,201.55,203.4,98947700,11.95,12.06,11.726,11.8799,924321,70.15,71.61,69.97,71.32,798254,124.39,125.55,124.1,124.9,1478360.0
