,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
9/26/2018 16:00,53.14,2/26/2018 16:00,188.46,9/26/2018 16:00,57.27,9/26/2018 16:00,150.37,9/26/2018 16:00,233.81,9/26/2018 16:00,113.89,9/26/2018 16:00,474.83,9/26/2018 16:00,109.74,9/26/2018 16:00,138.16,9/26/2018 16:00,262.91,9/26/2018 16:00,211.07,9/26/2018 16:00,116.7
9/27/2018 16:00,53.59,2/27/2018 16:00,184.98,9/27/2018 16:00,57.34,9/27/2018 16:00,149.28,9/27/2018 16:00,234,9/27/2018 16:00,112.88,9/27/2018 16:00,477.89,9/27/2018 16:00,110.1,9/27/2018 16:00,138.22,9/27/2018 16:00,264.65,9/27/2018 16:00,210.11,9/27/2018 16:00,116.73
9/28/2018 16:00,53.39,2/28/2018 16:00,182.27,9/28/2018 16:00,56.84,9/28/2018 16:00,150.41,9/28/2018 16:00,234.88,9/28/2018 16:00,112.72,9/28/2018 16:00,471.33,9/28/2018 16:00,109.18,9/28/2018 16:00,138.17,9/28/2018 16:00,266.04,9/28/2018 16:00,210.71,9/28/2018 16:00,116.75
10/1/2018 16:00,53.84,3/1/2018 16:00,179.64,10/1/2018 16:00,55.58,10/1/2018 16:00,150.43,10/1/2018 16:00,234.65,10/1/2018 16:00,114.48,10/1/2018 16:00,473.47,10/1/2018 16:00,109.86,10/1/2018 16:00,139.69,10/1/2018 16:00,269.1,10/1/2018 16:00,212.19,10/1/2018 16:00,117.46
10/2/2018 16:00,54.42,3/2/2018 16:00,178.46,10/2/2018 16:00,55.59,10/2/2018 16:00,152.26,10/2/2018 16:00,236.35,10/2/2018 16:00,114.69,10/2/2018 16:00,477.21,10/2/2018 16:00,111.22,10/2/2018 16:00,140.48,10/2/2018 16:00,270.63,10/2/2018 16:00,215.71,10/2/2018 16:00,116.99
10/3/2018 16:00,54.29,3/5/2018 16:00,181.74,10/3/2018 16:00,55.47,10/3/2018 16:00,147.21,10/3/2018 16:00,233.2,10/3/2018 16:00,118.47,10/3/2018 16:00,474.37,10/3/2018 16:00,111.78,10/3/2018 16:00,139.03,10/3/2018 16:00,270.9,10/3/2018 16:00,215.76,10/3/2018 16:00,117.78
10/4/2018 16:00,55.02,3/6/2018 16:00,181.64,10/4/2018 16:00,55.89,10/4/2018 16:00,146.58,10/4/2018 16:00,231.68,10/4/2018 16:00,117.7,10/4/2018 16:00,474.15,10/4/2018 16:00,110.8,10/4/2018 16:00,139.35,10/4/2018 16:00,268.32,10/4/2018 16:00,213.84,10/4/2018 16:00,117.31
10/5/2018 16:00,54.94,3/7/2018 16:00,178.58,10/5/2018 16:00,55.76,10/5/2018 16:00,149.58,10/5/2018 16:00,218.82,10/5/2018 16:00,118.37,10/5/2018 16:00,470.86,10/5/2018 16:00,109.32,10/5/2018 16:00,139.1,10/5/2018 16:00,269.2,10/5/2018 16:00,213.19,10/5/2018 16:00,117.24
10/8/2018 16:00,55.02,3/8/2018 16:00,177.94,10/8/2018 16:00,56.54,10/8/2018 16:00,149.88,10/8/2018 16:00,223.93,10/8/2018 16:00,118.14,10/8/2018 16:00,471.46,10/8/2018 16:00,109.23,10/8/2018 16:00,139.39,10/8/2018 16:00,269.01,10/8/2018 16:00,214.37,10/8/2018 16:00,118.78
10/9/2018 16:00,54.99,3/9/2018 16:00,182.16,10/9/2018 16:00,57.71,10/9/2018 16:00,150.3,10/9/2018 16:00,224.17,10/9/2018 16:00,117.68,10/9/2018 16:00,459.71,10/9/2018 16:00,107.99,10/9/2018 16:00,139.2,10/9/2018 16:00,270.11,10/9/2018 16:00,210.42,10/9/2018 16:00,117.92
10/10/2018 16:00,54.33,3/12/2018 16:00,179.71,10/10/2018 16:00,56.01,10/10/2018 16:00,147.55,10/10/2018 16:00,221.05,10/10/2018 16:00,113.05,10/10/2018 16:00,426.76,10/10/2018 16:00,101.55,10/10/2018 16:00,137.73,10/10/2018 16:00,263.08,10/10/2018 16:00,202.15,10/10/2018 16:00,116.65
10/11/2018 16:00,53.33,3/13/2018 16:00,178.35,10/11/2018 16:00,54.86,10/11/2018 16:00,142.18,10/11/2018 16:00,221.82,10/11/2018 16:00,109.46,10/11/2018 16:00,417.68,10/11/2018 16:00,98.51,10/11/2018 16:00,133.84,10/11/2018 16:00,257.12,10/11/2018 16:00,196.73,10/11/2018 16:00,113.76
10/12/2018 16:00,53.73,3/14/2018 16:00,177.41,10/12/2018 16:00,56.45,10/12/2018 16:00,144.84,10/12/2018 16:00,226.95,10/12/2018 16:00,109.46,10/12/2018 16:00,427.7,10/12/2018 16:00,100.21,10/12/2018 16:00,133.87,10/12/2018 16:00,259.61,10/12/2018 16:00,198.23,10/12/2018 16:00,115.64
10/15/2018 16:00,53.6,3/15/2018 16:00,178.07,10/15/2018 16:00,56.75,10/15/2018 16:00,146.61,10/15/2018 16:00,224.51,10/15/2018 16:00,107.21,10/15/2018 16:00,426.94,10/15/2018 16:00,100.67,10/15/2018 16:00,133.95,10/15/2018 16:00,260.25,10/15/2018 16:00,198.94,10/15/2018 16:00,115.77
10/16/2018 16:00,53.7,3/16/2018 16:00,178.96,10/16/2018 16:00,57.81,10/16/2018 16:00,148.69,10/16/2018 16:00,227.68,10/16/2018 16:00,109.86,10/16/2018 16:00,408,10/16/2018 16:00,101.96,10/16/2018 16:00,136.56,10/16/2018 16:00,272.57,10/16/2018 16:00,202.33,10/16/2018 16:00,117.48
10/17/2018 16:00,53.96,3/19/2018 16:00,177.1,10/17/2018 16:00,59.1,10/17/2018 16:00,149.43,10/17/2018 16:00,228.49,10/17/2018 16:00,108.78,10/17/2018 16:00,411.85,10/17/2018 16:00,102.66,10/17/2018 16:00,139.46,10/17/2018 16:00,267.3,10/17/2018 16:00,202.93,10/17/2018 16:00,118.01
10/18/2018 16:00,54.65,3/20/2018 16:00,178.16,10/18/2018 16:00,58.64,10/18/2018 16:00,149,10/18/2018 16:00,228.58,10/18/2018 16:00,109.12,10/18/2018 16:00,399.87,10/18/2018 16:00,99.85,10/18/2018 16:00,139.5,10/18/2018 16:00,266.81,10/18/2018 16:00,200.38,10/18/2018 16:00,114.73
10/19/2018 16:00,54.9,3/21/2018 16:00,178.02,10/19/2018 16:00,58.66,10/19/2018 16:00,152.57,10/19/2018 16:00,229.67,10/19/2018 16:00,102.77,10/19/2018 16:00,401.65,10/19/2018 16:00,100.06,10/19/2018 16:00,139.05,10/19/2018 16:00,265.3,10/19/2018 16:00,199.85,10/19/2018 16:00,116.49
10/22/2018 16:00,54.98,3/22/2018 16:00,175.29,10/22/2018 16:00,58.9,10/22/2018 16:00,150.85,10/22/2018 16:00,229.06,10/22/2018 16:00,103.15,10/22/2018 16:00,392.36,10/22/2018 16:00,99.4,10/22/2018 16:00,138.68,10/22/2018 16:00,262.19,10/22/2018 16:00,201.36,10/22/2018 16:00,115.64
10/23/2018 16:00,57.21,3/23/2018 16:00,171.8,10/23/2018 16:00,58.81,10/23/2018 16:00,150.13,10/23/2018 16:00,228.75,10/23/2018 16:00,99.8,10/23/2018 16:00,387.49,10/23/2018 16:00,97.82,10/23/2018 16:00,138.93,10/23/2018 16:00,264.86,10/23/2018 16:00,192.55,10/23/2018 16:00,114.24
10/24/2018 16:00,57.42,3/26/2018 16:00,176.38,10/24/2018 16:00,58.06,10/24/2018 16:00,152.96,10/24/2018 16:00,223.76,10/24/2018 16:00,95.3,10/24/2018 16:00,378.66,10/24/2018 16:00,93.87,10/24/2018 16:00,137.47,10/24/2018 16:00,256.32,10/24/2018 16:00,184.54,10/24/2018 16:00,107.93
10/25/2018 16:00,56.43,3/27/2018 16:00,174.68,10/25/2018 16:00,58.96,10/25/2018 16:00,151.59,10/25/2018 16:00,226.4,10/25/2018 16:00,98.49,10/25/2018 16:00,391.96,10/25/2018 16:00,95.52,10/25/2018 16:00,138.47,10/25/2018 16:00,264.24,10/25/2018 16:00,184.99,10/25/2018 16:00,107.82
10/26/2018 16:00,55.51,3/28/2018 16:00,174.76,10/26/2018 16:00,58.07,10/26/2018 16:00,147.82,10/26/2018 16:00,218.19,10/26/2018 16:00,99.45,10/26/2018 16:00,386.93,10/26/2018 16:00,93.87,10/26/2018 16:00,136.97,10/26/2018 16:00,258.18,10/26/2018 16:00,184.95,10/26/2018 16:00,105.31
10/29/2018 16:00,56.48,3/29/2018 16:00,178.24,10/29/2018 16:00,58.37,10/29/2018 16:00,149.76,10/29/2018 16:00,222.42,10/29/2018 16:00,98.52,10/29/2018 16:00,390.65,10/29/2018 16:00,93.77,10/29/2018 16:00,137.55,10/29/2018 16:00,256.52,10/29/2018 16:00,185.79,10/29/2018 16:00,105.13
10/30/2018 16:00,58.18,4/2/2018 16:00,172.9,10/30/2018 16:00,58.59,10/30/2018 16:00,152.82,10/30/2018 16:00,227.92,10/30/2018 16:00,102.06,10/30/2018 16:00,403.83,10/30/2018 16:00,96.22,10/30/2018 16:00,140.75,10/30/2018 16:00,258.28,10/30/2018 16:00,189.81,10/30/2018 16:00,107.07
10/31/2018 16:00,57.09,4/3/2018 16:00,173.76,10/31/2018 16:00,58.27,10/31/2018 16:00,148.45,10/31/2018 16:00,228.63,10/31/2018 16:00,102.82,10/31/2018 16:00,411.42,10/31/2018 16:00,96.99,10/31/2018 16:00,139.99,10/31/2018 16:00,261.35,10/31/2018 16:00,190.26,10/31/2018 16:00,106.54
11/1/2018 16:00,56.05,4/4/2018 16:00,177.44,11/1/2018 16:00,58.63,11/1/2018 16:00,153.73,11/1/2018 16:00,229.6,11/1/2018 16:00,102.5,11/1/2018 16:00,412.99,11/1/2018 16:00,98.02,11/1/2018 16:00,140.82,11/1/2018 16:00,260.93,11/1/2018 16:00,192.22,11/1/2018 16:00,107.52
11/2/2018 16:00,56.63,4/5/2018 16:00,179.13,11/2/2018 16:00,64.32,11/2/2018 16:00,154.2,11/2/2018 16:00,230.16,11/2/2018 16:00,99.01,11/2/2018 16:00,409.76,11/2/2018 16:00,96.93,11/2/2018 16:00,140.68,11/2/2018 16:00,261.01,11/2/2018 16:00,192.81,11/2/2018 16:00,105.99
11/5/2018 16:00,57.21,4/6/2018 16:00,174.45,11/5/2018 16:00,64.48,11/5/2018 16:00,156.96,11/5/2018 16:00,234.45,11/5/2018 16:00,100.52,11/5/2018 16:00,411,11/5/2018 16:00,97.42,11/5/2018 16:00,142.2,11/5/2018 16:00,261.01,11/5/2018 16:00,193.25,11/5/2018 16:00,106.82
11/6/2018 16:00,57.21,4/9/2018 16:00,172.51,11/6/2018 16:00,66.01,11/6/2018 16:00,158.1,11/6/2018 16:00,236.71,11/6/2018 16:00,100.88,11/6/2018 16:00,413.43,11/6/2018 16:00,99.13,11/6/2018 16:00,142.57,11/6/2018 16:00,263.54,11/6/2018 16:00,195.3,11/6/2018 16:00,108.65
11/7/2018 16:00,57.65,4/10/2018 16:00,173.49,11/7/2018 16:00,68.16,11/7/2018 16:00,158.67,11/7/2018 16:00,240.37,11/7/2018 16:00,103.12,11/7/2018 16:00,424.73,11/7/2018 16:00,101.5,11/7/2018 16:00,144.75,11/7/2018 16:00,274.63,11/7/2018 16:00,201.29,11/7/2018 16:00,111.13
11/8/2018 16:00,58.27,4/11/2018 16:00,172.86,11/8/2018 16:00,68.72,11/8/2018 16:00,157.74,11/8/2018 16:00,238.7,11/8/2018 16:00,98.67,11/8/2018 16:00,421.39,11/8/2018 16:00,99.89,11/8/2018 16:00,145.3,11/8/2018 16:00,276.65,11/8/2018 16:00,204.07,11/8/2018 16:00,111.5
11/9/2018 16:00,58.46,4/12/2018 16:00,173.36,11/9/2018 16:00,68.6,11/9/2018 16:00,158.77,11/9/2018 16:00,237.74,11/9/2018 16:00,99.74,11/9/2018 16:00,413.95,11/9/2018 16:00,98.48,11/9/2018 16:00,145.34,11/9/2018 16:00,276.55,11/9/2018 16:00,201.1,11/9/2018 16:00,109.51
11/12/2018 16:00,58.72,4/13/2018 16:00,172.8,11/12/2018 16:00,67.91,11/12/2018 16:00,161.07,11/12/2018 16:00,234.48,11/12/2018 16:00,97.67,11/12/2018 16:00,405.42,11/12/2018 16:00,95.58,11/12/2018 16:00,145.62,11/12/2018 16:00,272.38,11/12/2018 16:00,197.04,11/12/2018 16:00,107.72
11/13/2018 16:00,58.66,4/16/2018 16:00,174.43,11/13/2018 16:00,67.41,11/13/2018 16:00,159.86,11/13/2018 16:00,234.14,11/13/2018 16:00,94.8,11/13/2018 16:00,407.31,11/13/2018 16:00,95.86,11/13/2018 16:00,144.68,11/13/2018 16:00,269.22,11/13/2018 16:00,198.37,11/13/2018 16:00,109.4
11/14/2018 16:00,58.94,4/17/2018 16:00,174.91,11/14/2018 16:00,67.04,11/14/2018 16:00,160.18,11/14/2018 16:00,233.31,11/14/2018 16:00,95.6,11/14/2018 16:00,401.98,11/14/2018 16:00,94.54,11/14/2018 16:00,144.25,11/14/2018 16:00,264.96,11/14/2018 16:00,198.06,11/14/2018 16:00,109.5
11/15/2018 16:00,59.08,4/18/2018 16:00,179.85,11/15/2018 16:00,67.62,11/15/2018 16:00,160.71,11/15/2018 16:00,229.94,11/15/2018 16:00,96.23,11/15/2018 16:00,406.88,11/15/2018 16:00,96.06,11/15/2018 16:00,144.5,11/15/2018 16:00,264.94,11/15/2018 16:00,204.91,11/15/2018 16:00,110.45
11/16/2018 16:00,60.21,4/19/2018 16:00,177.08,11/16/2018 16:00,68.16,11/16/2018 16:00,162.02,11/16/2018 16:00,231.02,11/16/2018 16:00,96.61,11/16/2018 16:00,411,11/16/2018 16:00,95.87,11/16/2018 16:00,145.99,11/16/2018 16:00,271.11,11/16/2018 16:00,209,11/16/2018 16:00,110.09
11/19/2018 16:00,60.62,4/20/2018 16:00,177.01,11/19/2018 16:00,67.91,11/19/2018 16:00,162.39,11/19/2018 16:00,228.74,11/19/2018 16:00,94.9,11/19/2018 16:00,407.78,11/19/2018 16:00,94.96,11/19/2018 16:00,147.73,11/19/2018 16:00,266.05,11/19/2018 16:00,205.58,11/19/2018 16:00,111.29
11/20/2018 16:00,59.46,4/23/2018 16:00,177.66,11/20/2018 16:00,67.18,11/20/2018 16:00,160.41,11/20/2018 16:00,219.31,11/20/2018 16:00,92.54,11/20/2018 16:00,402.92,11/20/2018 16:00,92,11/20/2018 16:00,146.45,11/20/2018 16:00,261.5,11/20/2018 16:00,200.51,11/20/2018 16:00,108.51
11/21/2018 16:00,59.16,4/24/2018 16:00,176.26,11/21/2018 16:00,66.77,11/21/2018 16:00,159.71,11/21/2018 16:00,218.57,11/21/2018 16:00,93.65,11/21/2018 16:00,407.62,11/21/2018 16:00,94.51,11/21/2018 16:00,141.99,11/21/2018 16:00,260.55,11/21/2018 16:00,198.69,11/21/2018 16:00,108.77
11/23/2018 13:00,58.64,4/25/2018 16:00,177.39,11/23/2018 13:00,65.7,11/23/2018 13:00,162.83,11/23/2018 13:00,220.06,11/23/2018 13:00,89,11/23/2018 13:00,406.61,11/23/2018 13:00,94.65,11/23/2018 13:00,142.23,11/23/2018 13:00,261.62,11/23/2018 13:00,196.8,11/23/2018 13:00,108.69
11/26/2018 16:00,59.17,4/26/2018 16:00,185.72,11/26/2018 16:00,65.69,11/26/2018 16:00,163.33,11/26/2018 16:00,219.45,11/26/2018 16:00,92.07,11/26/2018 16:00,418.49,11/26/2018 16:00,95.96,11/26/2018 16:00,141.37,11/26/2018 16:00,266.16,11/26/2018 16:00,199.86,11/26/2018 16:00,110.64
11/27/2018 16:00,60.65,4/27/2018 16:00,186.46,11/27/2018 16:00,66.08,11/27/2018 16:00,166.36,11/27/2018 16:00,223.01,11/27/2018 16:00,91.26,11/27/2018 16:00,417.16,11/27/2018 16:00,94.87,11/27/2018 16:00,143.22,11/27/2018 16:00,271.15,11/27/2018 16:00,200.69,11/27/2018 16:00,111.51
11/28/2018 16:00,60.06,4/30/2018 16:00,184.8,11/28/2018 16:00,66.82,11/28/2018 16:00,165.42,11/28/2018 16:00,230.34,11/28/2018 16:00,92.63,11/28/2018 16:00,427.27,11/28/2018 16:00,98.34,11/28/2018 16:00,146.44,11/28/2018 16:00,280.95,11/28/2018 16:00,204.34,11/28/2018 16:00,113.55
11/29/2018 16:00,59.45,5/1/2018 16:00,184.63,11/29/2018 16:00,66.88,11/29/2018 16:00,166.05,11/29/2018 16:00,231,11/29/2018 16:00,92.68,11/29/2018 16:00,422.94,11/29/2018 16:00,97.87,11/29/2018 16:00,145.85,11/29/2018 16:00,282.55,11/29/2018 16:00,204.56,11/29/2018 16:00,113.26
11/30/2018 16:00,60.3,5/2/2018 16:00,185.91,11/30/2018 16:00,66.72,11/30/2018 16:00,165.62,11/30/2018 16:00,231.28,11/30/2018 16:00,93.52,11/30/2018 16:00,428.01,11/30/2018 16:00,99.36,11/30/2018 16:00,146.9,11/30/2018 16:00,281.36,11/30/2018 16:00,207.92,11/30/2018 16:00,115.29
12/3/2018 16:00,58.16,5/3/2018 16:00,183.19,12/3/2018 16:00,67.5,12/3/2018 16:00,165.29,12/3/2018 16:00,232.08,12/3/2018 16:00,92.09,12/3/2018 16:00,434.87,12/3/2018 16:00,99.58,12/3/2018 16:00,146.21,12/3/2018 16:00,286.33,12/3/2018 16:00,208.76,12/3/2018 16:00,115.27
12/4/2018 16:00,58.09,5/4/2018 16:00,185.03,12/4/2018 16:00,66.65,12/4/2018 16:00,163.63,12/4/2018 16:00,226.35,12/4/2018 16:00,91.4,12/4/2018 16:00,408.75,12/4/2018 16:00,95.27,12/4/2018 16:00,146.03,12/4/2018 16:00,278.55,12/4/2018 16:00,202.2,12/4/2018 16:00,106.77
12/6/2018 16:00,58.08,5/7/2018 16:00,183.56,12/6/2018 16:00,66.55,12/6/2018 16:00,163.76,12/6/2018 16:00,233.2,12/6/2018 16:00,92.6,12/6/2018 16:00,400.23,12/6/2018 16:00,94.86,12/6/2018 16:00,145.91,12/6/2018 16:00,276.85,12/6/2018 16:00,202.68,12/6/2018 16:00,108.04
12/7/2018 16:00,57.68,5/8/2018 16:00,185.04,12/7/2018 16:00,65.47,12/7/2018 16:00,162.47,12/7/2018 16:00,224.86,12/7/2018 16:00,90.35,12/7/2018 16:00,393.1,12/7/2018 16:00,93.28,12/7/2018 16:00,145.43,12/7/2018 16:00,269.18,12/7/2018 16:00,198.24,12/7/2018 16:00,105.32
